Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,IC50_nM,pIC50,Smiles,Molecular_Weight,LogP
CHEMBL5266602,IC50,'=',22.0,nM,7.66,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,22.0,7.66,Cn1cc(Nc2nc(NC3CC3)c3nc(CC#N)ccc3n2)cn1,320.36,2.1422799999999995
CHEMBL4114571,IC50,'=',22.0,nM,7.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,22.0,7.66,COC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,420.5170000000001,2.3741000000000003
CHEMBL4104915,IC50,'=',22.0,nM,7.66,CHEMBL4026982,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4024763,22.0,7.66,c1cc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,384.5240000000001,3.5122000000000018
CHEMBL4114946,IC50,'=',22.0,nM,7.66,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,22.0,7.66,Cc1cnc(C)c(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)n1,517.6630000000002,2.9439400000000004
CHEMBL3947284,IC50,'=',22.1,nM,7.66,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,22.1,7.66,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(N2CCN(CCN3CCOCC3)CC2)o1,549.7050000000004,3.759400000000002
CHEMBL4113814,IC50,'=',22.5,nM,7.65,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,22.5,7.65,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc(-c2ccc(F)cc2)cs1,501.5840000000002,2.204300000000001
CHEMBL3939893,IC50,'=',23.0,nM,7.64,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,23.0,7.64,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(N)CC2)o1,478.5820000000004,3.868500000000002
CHEMBL4107129,IC50,'=',23.0,nM,7.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,23.0,7.64,O=c1[nH]c(N2CCC3(CCN(S(=O)(=O)c4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,591.7630000000004,3.5016000000000016
CHEMBL5184305,IC50,'=',23.0,nM,7.64,CHEMBL5122777,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120828,23.0,7.64,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccn(CC#N)c(=O)c34)CC2)CC1,520.5980000000003,1.899279999999998
CHEMBL4568087,IC50,'=',23.0,nM,7.64,CHEMBL4479732,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,23.0,7.64,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,421.5300000000002,2.8580000000000005
CHEMBL3939426,IC50,'=',23.0,nM,7.64,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,23.0,7.64,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(O)cnc12,402.8380000000001,3.022900000000001
CHEMBL4114295,IC50,'=',23.0,nM,7.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,23.0,7.64,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,451.52700000000016,1.4899
CHEMBL4113503,IC50,'=',23.0,nM,7.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,23.0,7.64,CC(C)[C@H]1C[C@@H](Nc2nc(N3CCC(c4cncnc4)CC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,547.6850000000004,3.398800000000002
CHEMBL4107486,IC50,'=',23.0,nM,7.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,23.0,7.64,O=c1[nH]c(N2CC[C@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,412.5190000000001,1.7814999999999996
CHEMBL3936790,IC50,'=',23.0,nM,7.64,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,23.0,7.64,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,443.52900000000005,1.4252999999999993
CHEMBL3590489,IC50,'=',23.0,nM,7.64,CHEMBL3592269,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3588771,23.0,7.64,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)(F)F)n1,458.3950000000001,2.6609
CHEMBL3917340,IC50,'=',22.9,nM,7.64,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,22.9,7.64,CC(C)Nc1cc(Nc2ccc(C#N)cc2)ncc1-c1nnc(NC[C@@H](F)CO)o1,411.44100000000014,3.309480000000001
CHEMBL4785023,IC50,'=',23.5,nM,7.63,CHEMBL4767781,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765255,23.5,7.63,Cn1cc(NC(=O)c2cnc3ccc(N[C@@H]4CCCNC4)nn23)c(C(F)(F)F)n1,408.38800000000003,1.8977999999999995
CHEMBL4112370,IC50,'=',23.2,nM,7.63,CHEMBL3887118,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886172,23.2,7.63,CC(=O)Nc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,456.5220000000002,3.038000000000001
CHEMBL4073250,IC50,'=',23.9,nM,7.62,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,23.9,7.62,CCOc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,329.3560000000001,1.3898
CHEMBL3930442,IC50,'=',24.0,nM,7.62,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,24.0,7.62,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2nc(O)cnc12,372.816,2.7259
CHEMBL3967770,IC50,'=',24.0,nM,7.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,24.0,7.62,O=c1[nH]c(N2CCCC2)nc(NC2CCCNC2)c1-c1ccc2ccccc2n1,390.4910000000001,2.749200000000001
CHEMBL3902455,IC50,'=',24.0,nM,7.62,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,24.0,7.62,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1csc2cncnc12,420.49400000000014,4.174100000000003
CHEMBL3893473,IC50,'=',24.0,nM,7.62,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,24.0,7.62,CC(O)CC(C)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,408.4830000000002,4.030000000000003
CHEMBL4109278,IC50,'=',24.0,nM,7.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,24.0,7.62,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,456.5470000000002,2.700000000000001
CHEMBL3984346,IC50,'=',24.0,nM,7.62,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,24.0,7.62,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCC2CCCO2)cs1,494.64600000000036,5.287500000000003
CHEMBL4648225,IC50,'=',24.0,nM,7.62,CHEMBL4625630,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4622963,24.0,7.62,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCCO,385.4930000000002,3.3674000000000013
CHEMBL5282374,IC50,'=',24.0,nM,7.62,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,24.0,7.62,Cc1cc(-n2ccc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)n2)ccn1,395.4230000000002,1.4749199999999993
CHEMBL4110996,IC50,'=',24.0,nM,7.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,24.0,7.62,CN1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1,465.62700000000024,2.7425000000000006
CHEMBL3403441,IC50,'=',24.0,nM,7.62,CHEMBL3407004,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3400143,24.0,7.62,Nc1ncc(-c2nc3cnccc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,374.4260000000001,0.24499999999999972
CHEMBL4108331,IC50,'=',24.0,nM,7.62,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,24.0,7.62,N[C@@H]1CCCC[C@@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,524.6950000000004,2.7289000000000003
CHEMBL3892921,IC50,'=',24.5,nM,7.61,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,24.5,7.61,NC(=O)c1nnc(-c2cnc(Nc3ccc4ncsc4c3)cc2N[C@H](CO)Cc2ccccc2)o1,487.54500000000024,3.599300000000002
CHEMBL4741488,IC50,'=',24.6,nM,7.61,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,24.6,7.61,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@H](O)C3)co2)ccn1,491.5080000000003,2.2411199999999996
CHEMBL4078264,IC50,'=',25.0,nM,7.6,CHEMBL4047622,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043252,25.0,7.6,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@H](O)C1,397.5040000000002,3.509900000000002
CHEMBL4109180,IC50,'=',25.0,nM,7.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,25.0,7.6,O=c1[nH]c(N2CCN(c3cccc(Cl)n3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,523.0660000000003,3.5855000000000024
CHEMBL5084495,IC50,'=',25.0,nM,7.6,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,25.0,7.6,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,501.5660000000002,3.3458000000000023
CHEMBL5073141,IC50,'=',25.0,nM,7.6,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,25.0,7.6,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(-c4cnco4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,482.5190000000002,4.769200000000003
CHEMBL5280941,IC50,'=',25.0,nM,7.6,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,25.0,7.6,CCCCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1.Cl,404.8580000000001,2.81462
CHEMBL3622183,IC50,'=',25.0,nM,7.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,25.0,7.6,O=c1[nH]c(NC2CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,429.5020000000001,1.1354000000000013
CHEMBL3898966,IC50,'=',25.3,nM,7.6,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,25.3,7.6,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc[nH]1,351.4390000000001,4.040300000000001
CHEMBL4483551,IC50,'=',25.0,nM,7.6,CHEMBL4359943,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4359811,25.0,7.6,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(N)=O)CC3)cc2O1,449.5150000000004,1.3024
CHEMBL4109175,IC50,'=',25.0,nM,7.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,25.0,7.6,CS(=O)(=O)N1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,536.6360000000001,-0.3572999999999984
CHEMBL3955522,IC50,'=',25.0,nM,7.6,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,25.0,7.6,O=c1[nH]c(N2CC3(COC3)C2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,424.5300000000001,2.0471000000000004
CHEMBL3973407,IC50,'=',25.4,nM,7.59,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,25.4,7.59,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(N2CCN(CCO)CC2)o1,480.5980000000004,3.419500000000002
CHEMBL4115098,IC50,'=',26.0,nM,7.58,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,26.0,7.58,COC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,420.5170000000001,2.3741000000000003
CHEMBL3987067,IC50,'=',26.4,nM,7.58,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,26.4,7.58,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(NC2CNC2)o1,422.5180000000002,3.688900000000001
CHEMBL3936414,IC50,'=',26.0,nM,7.58,CHEMBL3887888,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886488,26.0,7.58,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NC[C@H](O)c2ccccc2)cs1,530.6790000000002,5.842100000000004
CHEMBL5080176,IC50,'=',26.0,nM,7.58,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,26.0,7.58,CN1CCN(c2ccc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)cn2)CC1,514.6090000000002,3.261000000000002
CHEMBL5082986,IC50,'=',26.0,nM,7.58,CHEMBL5038453,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036378,26.0,7.58,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(C(=O)N4CCCC4)cc3)ncc2-c2cccnc2)[C@H]2C=C[C@@H]1C2,495.5870000000003,3.6061000000000023
CHEMBL4108348,IC50,'=',26.0,nM,7.58,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,26.0,7.58,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,406.4900000000002,1.9855999999999996
CHEMBL4110611,IC50,'=',26.6,nM,7.58,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,26.6,7.58,Cc1csc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,423.4950000000003,-0.4470799999999992
CHEMBL5276741,IC50,'=',26.0,nM,7.58,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,26.0,7.58,NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccc(F)cc2)n1,399.38200000000006,2.3799
CHEMBL4111167,IC50,'=',26.4,nM,7.58,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,26.4,7.58,O=c1[nH]c(N2CCc3cnccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,506.5880000000002,1.5188000000000001
CHEMBL3601070,IC50,'=',27.0,nM,7.57,CHEMBL3603417,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3600286,27.0,7.57,CC(C)Oc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,502.57500000000016,3.1321000000000003
CHEMBL4111625,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,O=c1[nH]c(N2CCC3(CCN(Cc4ccccc4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,541.7250000000004,4.312900000000003
CHEMBL4109283,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,O=c1[nH]c(N2CCN(c3ccccc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,522.0780000000003,4.190500000000003
CHEMBL3971525,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,O=c1[nH]c(N2CCOCC2)nc(NC2CCCCNC2)c1-c1nc2ccccc2s1,426.5460000000001,2.4372
CHEMBL4113392,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,CC(C)(C)OC(=O)N1CC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1,551.7170000000001,4.047800000000002
CHEMBL3586505,IC50,'=',27.0,nM,7.57,CHEMBL3588639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3585289,27.0,7.57,Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,480.55400000000014,2.0097199999999997
CHEMBL4115314,IC50,'=',27.0,nM,7.57,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,27.0,7.57,O=c1[nH]c(N2CCN(c3nnc(C4CC4)o3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,519.6350000000002,2.7975000000000003
CHEMBL3917961,IC50,'=',28.0,nM,7.55,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,28.0,7.55,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2nc(O)cnc12,402.8420000000001,1.9442999999999995
CHEMBL3951842,IC50,'=',29.0,nM,7.54,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,29.0,7.54,O=C(Nc1cc2cccnc2cc1OC1CCC(O)CC1)c1cnn2cccnc12,403.4420000000001,3.2121000000000013
CHEMBL4076912,IC50,'=',29.2,nM,7.54,CHEMBL4015944,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4014327,29.2,7.54,COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@H]3C)nccc2cc1C(N)=O,343.3830000000001,1.4916999999999996
CHEMBL3924130,IC50,'=',29.0,nM,7.54,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,29.0,7.54,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,409.4710000000002,2.928900000000002
CHEMBL4107356,IC50,'=',30.0,nM,7.52,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,30.0,7.52,CN1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4c(C5CC5)nccc4s3)c(=O)[nH]2)CC1,466.61500000000024,2.2346999999999992
CHEMBL5284584,IC50,'=',30.0,nM,7.52,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,30.0,7.52,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOC4)nc3C(N)=O)co2)ccn1.Cl,418.84100000000007,1.97592
CHEMBL3960537,IC50,'=',31.0,nM,7.51,CHEMBL3887963,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886519,31.0,7.51,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,384.87100000000015,2.810100000000001
CHEMBL4106558,IC50,'=',30.9,nM,7.51,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,30.9,7.51,O=c1[nH]c(N2CCC(c3ccncc3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,520.6150000000002,1.9499999999999997
CHEMBL4109668,IC50,'=',31.0,nM,7.51,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,31.0,7.51,CC1(O)CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,420.5170000000001,2.1101
CHEMBL5286860,IC50,'=',32.0,nM,7.5,CHEMBL5260512,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257151,32.0,7.5,Cn1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccc1=O,412.4060000000002,0.9394999999999997
CHEMBL4082572,IC50,'=',32.0,nM,7.5,CHEMBL4022135,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4020773,32.0,7.5,N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N)CC3)c2c1,267.33599999999996,2.18328
CHEMBL4115028,IC50,'=',32.0,nM,7.5,CHEMBL3887893,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3886492,32.0,7.5,O=c1[nH]c(N2CCC(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,548.6130000000003,5.5518000000000045
CHEMBL5281809,IC50,'=',32.0,nM,7.5,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,32.0,7.5,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn([C@@H]5C[C@H]6C[C@@H]5CN6C)c4)nc3cc2F)cn1,501.5700000000002,4.065820000000002
CHEMBL4783351,IC50,'=',31.7,nM,7.5,CHEMBL4672980,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4665913,31.7,7.5,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,491.5080000000003,2.2411199999999996
CHEMBL5277222,IC50,'=',32.0,nM,7.5,CHEMBL5246637,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5244269,32.0,7.5,CC(=O)N1CCC(n2cc(Nc3nc(OC4CCOCC4)c4nc(CC#N)ccc4n3)cn2)CC1,476.54100000000034,2.7721800000000014
CHEMBL3353206,IC50,'=',32.0,nM,7.5,CHEMBL3380177,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351266,32.0,7.5,Cn1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)cn1,325.33200000000005,0.5667999999999997
